MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
20,RL,70.0,9800,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,7,51,1972,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,894,0,894,TA,Y,SBrkr,894,0,1,1,0,3,TA,0,Attchd,48.0,Unf,552,Y,256,0,0,0,7,2006,WD,Abnorml,149900,4470
75,RM,87.0,18386,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Fin,7,9,143,2002,Gable,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1470,1470,Ex,Y,SBrkr,1675,1818,0,3,0,3,Gd,1,Attchd,20.0,Unf,870,Y,302,0,0,0,5,2008,WD,Normal,295000,34930
20,RL,80.0,10386,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,19,2005,Gable,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,No,GLQ,1464,536,2000,Ex,Y,SBrkr,2000,0,1,2,0,3,Gd,0,Attchd,19.0,Fin,888,Y,168,0,0,0,7,2007,WD,Normal,305900,16000
60,RL,116.0,13474,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,2Story,7,5,33,1991,Gable,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,No,ALQ,700,0,700,Gd,Y,SBrkr,1122,1121,1,2,1,4,Gd,1,Attchd,33.0,RFn,746,Y,127,44,224,0,6,2007,WD,Normal,225000,17944
50,RM,69.0,7920,Pave,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,6,7,103,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,No,Unf,0,319,319,TA,Y,FuseA,1035,371,0,1,0,3,Fa,0,No Garage,0.0,No Garage,0,N,0,144,0,0,3,2008,WD,Normal,89500,8436
30,RL,69.0,12342,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,83,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,262,599,861,Ex,Y,SBrkr,861,0,0,1,0,1,TA,0,Detchd,62.0,Unf,539,Y,158,0,0,0,3,2009,WD,Normal,82500,3444
20,RL,90.0,12378,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,20,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,622,1896,Ex,Y,SBrkr,1944,0,1,2,0,3,Ex,3,Attchd,20.0,Fin,708,Y,208,175,0,0,11,2006,WD,Normal,360000,15552
60,RL,69.0,7685,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,30,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,No,ALQ,518,179,697,Gd,Y,SBrkr,697,804,0,2,1,3,Gd,1,Attchd,30.0,Fin,420,Y,190,63,0,0,5,2006,WD,Normal,165600,9006
20,RL,50.0,8000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,75,2002,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,680,292,972,Ex,Y,SBrkr,972,0,1,1,0,2,TA,1,Detchd,75.0,Unf,240,Y,0,0,0,0,5,2009,WD,Normal,132000,4860
190,RM,65.0,7800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,2fmCon,1.5Fin,5,7,84,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,Mn,Rec,507,286,793,TA,Y,SBrkr,793,325,1,1,0,3,TA,1,Detchd,84.0,Unf,410,Y,0,0,0,271,5,2006,WD,Normal,119900,5590
20,RL,150.0,215245,Pave,IR3,Low,Inside,Sev,Timber,Norm,1Fam,1Story,7,5,58,1965,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,Gd,ALQ,1236,80,2136,TA,Y,SBrkr,2036,0,2,2,0,3,TA,2,Attchd,58.0,RFn,513,Y,0,0,0,0,6,2009,WD,Normal,375000,16288
70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,7,98,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,16,712,728,Ex,Y,SBrkr,832,809,0,1,1,3,Ex,1,Detchd,98.0,Unf,546,Y,0,0,234,0,8,2006,WD,Normal,178000,9846
60,RL,71.0,7795,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,19,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,425,291,716,Ex,Y,SBrkr,716,716,1,2,1,3,Gd,1,Attchd,19.0,Fin,432,Y,100,51,0,0,7,2009,WD,Normal,188500,8592
60,RL,94.0,13005,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,2Story,7,7,43,1980,Gable,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,No,GLQ,692,153,845,TA,Y,SBrkr,1153,1200,1,2,1,4,Ex,1,Attchd,40.0,RFn,484,Y,288,195,0,0,8,2009,WD,Normal,260000,23530
60,FV,75.0,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1088,1088,Ex,Y,SBrkr,1088,871,0,2,1,3,Gd,1,Attchd,17.0,RFn,1025,Y,208,46,0,0,12,2007,WD,Normal,270000,15672
60,RL,90.0,9900,Pave,Reg,Low,Inside,Mod,NoRidge,Norm,1Fam,2Story,7,5,30,1993,Gable,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,Gd,GLQ,987,360,1347,Ex,Y,SBrkr,1372,1274,1,2,1,4,Gd,1,Attchd,30.0,RFn,656,Y,340,60,144,0,4,2009,WD,Normal,260000,23814
80,RL,69.0,14115,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,7,5,43,1980,Gable,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,Av,GLQ,1036,336,1372,TA,Y,SBrkr,1472,0,1,2,0,3,TA,2,Attchd,43.0,Unf,588,Y,233,48,0,0,6,2009,WD,Normal,187500,8832
60,RL,111.0,16259,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,9,5,17,2006,Gable,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Av,Unf,0,1249,1249,Ex,Y,SBrkr,1249,1347,0,3,1,4,Gd,0,Attchd,17.0,RFn,840,Y,240,154,0,0,9,2006,New,Partial,342643,23364
60,RL,99.0,12099,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,Av,GLQ,970,166,1136,Ex,Y,SBrkr,1136,1332,1,2,1,4,Gd,1,BuiltIn,19.0,Fin,872,Y,184,154,0,0,6,2007,WD,Normal,354000,24680
60,RL,86.0,10380,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,37,1987,Gable,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,Gd,LwQ,28,0,1502,Ex,Y,SBrkr,1553,1177,1,2,1,4,Gd,1,Attchd,36.0,Fin,576,Y,201,96,0,0,8,2007,WD,Normal,301000,21840
20,RM,49.0,5820,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,8,68,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,256,906,1162,Ex,Y,SBrkr,1163,0,1,1,0,3,TA,0,Attchd,68.0,Unf,220,Y,142,98,0,0,7,2006,WD,Normal,126175,6978
80,RL,96.0,11275,Pave,Reg,Lvl,Corner,Gtl,NAmes,PosN,1Fam,SLvl,7,7,56,2007,Mansard,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,No,Unf,0,710,710,Ex,Y,SBrkr,1898,1080,0,2,1,5,Gd,1,BuiltIn,62.0,Fin,564,Y,240,0,0,0,6,2010,WD,Normal,242000,32758
45,RM,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,1Fam,1.5Unf,5,6,82,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,BLQ,116,604,720,Po,N,FuseF,803,0,0,1,0,2,TA,0,Detchd,82.0,Unf,360,Y,0,0,244,0,12,2007,WD,Normal,87000,4015
120,RL,32.0,10846,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,30,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1619,100,1719,Ex,Y,SBrkr,1719,0,2,1,1,1,Gd,2,Attchd,30.0,Fin,473,Y,122,30,0,0,5,2008,Con,Normal,324000,10314
20,RL,80.0,11600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,63,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,No,Rec,565,818,1383,TA,Y,SBrkr,1383,0,0,1,1,3,TA,0,Attchd,63.0,RFn,292,Y,0,45,0,0,4,2006,WD,Normal,145250,9681
75,RL,69.0,11888,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,1Fam,2.5Unf,6,6,107,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,844,844,Gd,N,FuseA,1445,689,0,2,0,5,Gd,0,Detchd,93.0,Unf,441,Y,0,60,268,0,7,2009,WD,Normal,214500,21340
70,RM,60.0,6402,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,2Story,5,5,103,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,Mn,Unf,0,596,596,TA,N,SBrkr,596,596,0,1,0,3,TA,0,Detchd,103.0,Unf,189,N,0,0,137,0,7,2009,WD,Normal,78000,7152
90,RL,69.0,10624,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,4,59,1964,Gable,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,No,GLQ,40,1424,1728,TA,Y,SBrkr,1728,0,0,2,0,6,TA,0,Detchd,21.0,Unf,352,Y,155,0,0,0,11,2007,WD,Normal,119000,17280
20,RL,70.0,8176,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,65,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,846,210,1056,Fa,Y,SBrkr,1056,0,1,1,0,3,TA,0,Attchd,65.0,RFn,308,Y,0,0,0,0,8,2007,WD,Normal,139000,6336
20,RL,85.0,10655,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,20,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,No,GLQ,1124,1603,3206,Ex,Y,SBrkr,1629,0,1,2,0,3,Gd,1,Attchd,20.0,RFn,880,Y,0,0,0,0,10,2009,WD,Normal,284000,11403
120,RM,59.0,8198,Pave,Reg,Lvl,FR3,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,19,2004,Gable,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,Av,GLQ,720,638,1358,Ex,Y,SBrkr,1358,0,1,2,0,2,Gd,1,Attchd,19.0,RFn,484,Y,192,30,0,0,7,2008,WD,Normal,207000,8148
60,RL,59.0,9042,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,25,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,GLQ,828,115,943,Gd,Y,SBrkr,943,695,1,2,1,3,TA,2,Attchd,25.0,Fin,472,Y,100,38,0,0,7,2008,WD,Normal,192000,11466
190,RL,69.0,164660,Grvl,IR1,HLS,Corner,Sev,Timber,Norm,2fmCon,1.5Fin,5,6,58,1965,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,1249,103,1499,Ex,Y,SBrkr,1619,167,2,2,0,3,TA,2,Attchd,58.0,Fin,529,Y,670,0,0,0,8,2008,WD,Normal,228950,12502
20,RL,86.0,14157,Pave,IR1,HLS,Corner,Gtl,StoneBr,Norm,1Fam,1Story,9,5,18,2006,Hip,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,Gd,GLQ,1249,673,1922,Ex,Y,SBrkr,1922,0,1,2,0,3,Gd,1,Attchd,18.0,Fin,676,Y,178,51,0,0,7,2007,WD,Normal,377426,15376
20,RL,70.0,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,21,2003,Gable,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,Av,GLQ,810,726,1536,Ex,Y,SBrkr,1536,0,1,2,0,3,Gd,0,Attchd,21.0,RFn,532,Y,192,74,0,0,12,2008,WD,Normal,214000,10752
20,RL,91.0,14145,Pave,Reg,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,7,7,39,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Mn,ALQ,213,995,1208,Ex,Y,SBrkr,1621,0,1,2,0,3,Gd,0,Attchd,39.0,RFn,440,Y,108,45,0,0,5,2006,WD,Normal,202500,12968
20,RL,66.0,12400,Pave,IR1,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,7,65,1998,Hip,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,No,Rec,585,630,1215,TA,Y,FuseA,1215,0,0,1,0,3,TA,0,Attchd,65.0,Unf,297,Y,0,0,0,234,6,2009,WD,Normal,155000,7290
60,RL,85.0,14191,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,8,5,21,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,967,967,Ex,Y,SBrkr,993,915,0,2,1,4,Gd,0,Attchd,21.0,Fin,431,Y,135,0,0,0,4,2010,WD,Normal,202900,17172
20,RH,60.0,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,1Story,4,4,73,1950,Gable,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,No,Unf,0,721,721,Gd,Y,SBrkr,841,0,0,1,0,2,TA,0,CarPort,73.0,Unf,294,N,250,0,24,0,9,2009,WD,Normal,82000,3364
90,RL,69.0,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,74,1950,Gable,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,0,0,0,Fa,N,FuseA,1040,0,0,2,0,2,TA,0,Detchd,74.0,Unf,400,Y,0,0,0,0,5,2006,WD,Normal,87500,6240
120,RL,63.0,8849,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,18,2005,Hip,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,No,GLQ,28,1656,1684,Ex,Y,SBrkr,1684,0,0,2,0,2,Ex,1,Attchd,18.0,RFn,564,Y,495,72,0,0,7,2008,WD,Normal,266000,10104
160,RM,36.0,2592,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,3,47,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,No,Rec,129,175,536,TA,Y,SBrkr,536,576,0,1,1,3,TA,0,Attchd,47.0,Unf,336,Y,182,0,0,0,4,2010,WD,Normal,85000,4448
50,RL,65.0,6435,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,6,5,84,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,972,972,Gd,Y,SBrkr,972,605,0,1,0,3,Fa,1,Detchd,84.0,Unf,312,Y,0,0,0,0,10,2006,WD,Normal,140200,9462
20,RL,69.0,12772,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,6,8,63,1998,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Mn,BLQ,498,460,958,TA,Y,SBrkr,958,0,0,1,0,2,TA,0,Attchd,63.0,RFn,301,Y,0,0,0,0,4,2007,WD,Normal,151500,4790
20,RL,69.0,17600,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,63,1960,Gable,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,No,BLQ,1270,208,1478,Ex,Y,FuseA,1478,0,1,2,0,3,TA,2,Attchd,63.0,Unf,498,Y,0,40,0,0,12,2009,WD,Normal,157500,8868
160,RL,36.0,2448,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,20,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,No,GLQ,573,191,764,Ex,Y,SBrkr,764,862,1,2,1,2,Gd,0,BuiltIn,20.0,RFn,474,Y,0,27,0,0,10,2008,WD,Normal,154000,9756
60,RL,56.0,20431,Pave,IR2,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,18,2006,Hip,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,No,GLQ,1410,438,1848,Ex,Y,SBrkr,1848,880,1,2,1,4,Ex,2,Attchd,17.0,Fin,706,Y,0,0,0,0,4,2006,New,Partial,437154,27280
120,RL,68.0,7820,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,16,2007,Hip,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,No,Unf,0,1869,1869,Ex,Y,SBrkr,1869,0,0,2,0,2,Ex,1,Attchd,16.0,RFn,617,Y,210,54,0,0,12,2007,New,Partial,318061,11214
120,RL,69.0,5271,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,7,5,37,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,Gd,GLQ,1082,371,1453,Gd,Y,SBrkr,1453,0,1,1,1,2,Gd,1,Attchd,37.0,RFn,445,Y,0,80,0,184,12,2006,WD,Abnorml,190000,8718
50,RL,60.0,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,6,82,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Mn,LwQ,236,0,616,TA,N,SBrkr,616,495,0,1,0,3,TA,0,Detchd,82.0,Unf,200,Y,48,0,0,0,3,2008,ConLw,Normal,95000,5555
30,RM,60.0,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,8,95,2003,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,Unf,0,624,624,Gd,Y,SBrkr,720,0,0,1,0,2,TA,0,Detchd,18.0,Unf,484,Y,106,0,0,0,5,2010,WD,Normal,105900,3600
50,RL,60.0,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,83,2000,Gable,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,388,552,940,Ex,Y,SBrkr,1192,403,0,1,0,2,TA,2,Attchd,83.0,Unf,240,Y,0,0,108,0,6,2006,WD,Normal,140000,9570
20,RL,105.0,11249,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,28,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,No,ALQ,334,322,1200,Ex,Y,SBrkr,1200,0,1,2,0,3,Gd,0,Attchd,28.0,RFn,521,Y,0,26,0,0,8,2007,WD,Normal,177500,7200
20,RL,69.0,9248,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,6,6,31,1992,Gable,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,No,GLQ,560,598,1158,Gd,Y,SBrkr,1167,0,1,2,0,3,Gd,0,Attchd,31.0,RFn,400,Y,120,26,0,0,7,2009,WD,Normal,173000,7002
120,RM,44.0,4224,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,1Story,5,5,47,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,No,ALQ,874,268,1142,TA,Y,SBrkr,1142,0,1,1,1,3,TA,1,Attchd,47.0,Fin,528,Y,536,90,0,0,8,2007,WD,Normal,134000,6852
80,RL,92.0,6930,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,5,4,65,1958,Hip,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,Av,BLQ,300,468,1062,Ex,Y,FuseF,1352,0,0,1,0,3,Gd,0,BuiltIn,65.0,Unf,288,Y,168,0,294,0,7,2006,WD,Abnorml,130000,8112
60,RL,78.0,12011,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,5,25,1998,Gable,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,Av,GLQ,956,130,1086,Ex,Y,SBrkr,1086,838,1,2,1,3,Gd,1,Attchd,25.0,RFn,592,Y,208,75,0,374,6,2006,WD,Normal,280000,13468
85,RL,69.0,7540,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SFoyer,6,6,45,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,773,115,888,Ex,Y,SBrkr,912,0,1,1,0,2,TA,1,Attchd,45.0,RFn,470,Y,0,0,0,192,6,2007,WD,Normal,156000,4560
50,RL,69.0,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,83,1982,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,399,484,883,Gd,Y,SBrkr,988,517,1,1,0,3,TA,0,Detchd,83.0,Unf,240,N,0,0,0,0,7,2008,WD,Normal,145000,12040
85,RL,64.0,7301,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SFoyer,7,5,20,2003,Gable,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,,,,0,0,0,Ex,Y,SBrkr,495,1427,0,3,0,4,Gd,1,BuiltIn,20.0,RFn,672,Y,0,0,177,0,7,2009,ConLD,Normal,198500,13454
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,8,51,2007,Gable,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,No,ALQ,162,321,483,Gd,Y,SBrkr,483,504,0,1,1,2,Gd,0,Detchd,51.0,Unf,264,Y,250,0,0,0,5,2009,WD,Normal,118000,4935
60,RL,69.0,18800,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,2Story,6,5,47,1976,Gable,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,Mn,GLQ,712,84,796,TA,Y,SBrkr,790,784,1,2,1,3,TA,1,Attchd,47.0,Fin,566,Y,306,111,0,0,7,2006,WD,Normal,190000,9444
70,RM,59.0,10690,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,5,7,103,1997,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,456,216,672,Gd,Y,FuseA,672,672,0,1,0,3,TA,0,Detchd,59.0,Unf,468,Y,0,128,218,0,7,2009,WD,Normal,147000,8064
20,RL,69.0,9500,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,60,1963,Gable,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,No,BLQ,609,785,1394,Gd,Y,SBrkr,1394,0,1,1,1,3,TA,2,Attchd,60.0,RFn,514,Y,0,76,0,185,7,2009,WD,Normal,159000,8364
80,RL,101.0,9150,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,5,61,1962,Gable,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,Gd,GLQ,371,728,1099,Gd,Y,SBrkr,1431,0,0,1,0,3,TA,1,Basment,61.0,RFn,296,Y,64,110,0,0,12,2008,WD,Normal,165000,8586
20,RL,78.0,7800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,69,1954,Gable,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,No,LwQ,540,728,1268,Gd,Y,SBrkr,1268,0,0,1,0,2,TA,1,Attchd,69.0,Fin,244,Y,0,98,0,0,3,2010,WD,Normal,132000,8876
20,RL,69.0,9830,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,64,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,No,ALQ,72,733,1063,Ex,Y,SBrkr,1287,0,1,1,0,3,Gd,1,Detchd,26.0,Fin,576,Y,364,17,0,182,3,2010,WD,Normal,162000,9009
60,RL,69.0,8121,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,23,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,953,953,Ex,Y,SBrkr,953,711,0,2,1,3,TA,1,Attchd,23.0,RFn,460,Y,100,40,0,0,1,2006,WD,Normal,172400,11648
50,RL,80.0,17120,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,1Fam,1.5Fin,4,4,64,1959,Gable,WdShing,Plywood,None,0.0,TA,TA,CBlock,,,,0,0,0,TA,Y,SBrkr,1120,468,0,2,0,4,TA,1,Detchd,32.0,Fin,680,N,0,59,0,0,7,2008,WD,Normal,134432,11116
120,RL,50.0,7175,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,39,1984,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,ALQ,623,0,744,TA,Y,SBrkr,752,0,1,1,0,2,TA,0,Attchd,39.0,Unf,264,Y,353,0,0,90,2,2010,WD,Normal,125000,3008
20,RL,79.0,10634,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,70,1953,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,BLQ,428,0,608,TA,Y,SBrkr,1319,0,1,1,0,3,TA,0,Attchd,70.0,Unf,270,Y,66,0,0,0,11,2009,WD,Normal,123000,6595
