,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
190,70,RL,70.0,10570,Pave,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,8,91,1994,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,No,Rec,297,556,853,TA,Y,SBrkr,1549,1178,0,2,1,3,Gd,2,Detchd,91.0,Unf,440,Y,0,74,0,0,12,2007,WD,Normal,315000,27270
191,60,RL,69.0,7472,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,7,9,51,2004,Gable,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,No,ALQ,626,99,725,Gd,Y,SBrkr,725,754,1,1,1,4,Gd,0,Attchd,51.0,Fin,484,Y,0,32,0,0,6,2007,WD,Normal,184000,10353
192,20,RL,68.0,9017,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,24,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,560,871,1431,Ex,Y,SBrkr,1431,0,1,2,0,3,Gd,0,Attchd,24.0,Fin,666,Y,0,35,0,0,9,2009,WD,Normal,192000,8586
193,160,RM,24.0,2522,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,19,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,No,Unf,0,970,970,Ex,Y,SBrkr,970,739,0,2,0,3,Gd,0,Detchd,19.0,Unf,380,Y,0,40,0,0,5,2006,WD,Normal,130000,11963
194,20,RL,60.0,7180,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,51,1972,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,ALQ,390,474,864,TA,Y,SBrkr,864,0,0,1,0,3,TA,0,Detchd,34.0,Unf,352,Y,0,0,0,0,5,2008,WD,Normal,127000,4320
195,160,RL,24.0,2280,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,47,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,No,ALQ,566,289,855,TA,Y,SBrkr,855,601,0,2,1,3,TA,1,Attchd,47.0,Unf,440,Y,87,0,0,0,7,2009,WD,Normal,148500,10192
196,20,RL,79.0,9416,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,16,2007,Hip,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,No,GLQ,1126,600,1726,Ex,Y,SBrkr,1726,0,1,2,0,3,Ex,1,Attchd,16.0,Fin,786,Y,171,138,0,266,9,2007,New,Partial,311872,13808
197,75,RL,174.0,25419,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,8,4,105,1990,Gable,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,No,GLQ,1036,140,1360,Gd,Y,SBrkr,1360,1360,1,2,0,4,Gd,1,Detchd,105.0,Unf,795,Y,0,16,552,0,3,2006,WD,Abnorml,235000,24896
198,75,RM,92.0,5520,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Fin,6,6,111,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,755,755,Ex,Y,SBrkr,929,929,0,1,0,5,TA,0,No Garage,0.0,No Garage,0,Y,0,198,30,0,7,2009,WD,Abnorml,104000,17832
199,20,RL,76.0,9591,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,19,2005,Hip,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,Av,GLQ,1088,625,1713,Ex,Y,SBrkr,1713,0,1,2,0,3,Ex,1,Attchd,19.0,Fin,856,Y,0,26,0,170,1,2009,WD,Normal,274900,11991
200,20,RM,80.0,8546,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,5,20,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1121,1121,Ex,Y,SBrkr,1121,0,0,2,0,2,TA,0,Attchd,20.0,RFn,440,Y,132,64,0,0,3,2010,WD,Normal,140000,5605
201,20,RL,75.0,10125,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,6,6,46,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,641,276,1196,TA,Y,SBrkr,1279,0,0,2,0,3,TA,2,Detchd,43.0,Unf,473,Y,238,83,0,0,2,2008,WD,Normal,171500,7674
202,50,RL,50.0,7000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,6,6,99,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,No,LwQ,617,0,617,Gd,Y,SBrkr,865,445,0,2,0,2,TA,0,Attchd,99.0,Unf,398,Y,0,0,126,0,5,2006,COD,Normal,112000,7860
203,120,RM,69.0,4438,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,Av,GLQ,662,186,848,Ex,Y,SBrkr,848,0,1,1,0,1,Gd,1,Attchd,19.0,RFn,420,Y,149,0,0,0,1,2008,WD,Normal,149000,2544
204,50,RM,50.0,3500,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,76,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,LwQ,312,408,720,TA,Y,SBrkr,720,564,0,1,1,2,TA,0,Detchd,75.0,Unf,240,Y,0,35,0,0,4,2009,WD,Normal,110000,6420
205,20,RL,99.0,11851,Pave,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,33,1990,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1424,1424,Ex,Y,SBrkr,1442,0,0,2,0,3,TA,0,Attchd,33.0,RFn,500,Y,0,34,0,0,5,2009,WD,Normal,180500,7210
206,20,RL,40.0,13673,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,1Story,5,5,61,1962,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,1140,1140,TA,Y,SBrkr,1696,0,0,1,1,3,TA,1,Attchd,61.0,RFn,349,Y,0,30,0,0,3,2007,WD,Normal,143900,13568
207,20,RL,69.0,12493,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,63,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,ALQ,419,375,1100,TA,Y,SBrkr,1100,0,1,1,0,3,TA,1,Attchd,63.0,RFn,312,Y,355,0,0,0,4,2008,WD,Normal,141000,6600
208,60,RL,69.0,14364,Pave,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,5,35,1989,Gable,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,Gd,GLQ,1065,92,1157,Ex,Y,SBrkr,1180,882,1,2,1,3,TA,1,Attchd,35.0,Fin,454,Y,60,55,0,154,4,2007,WD,Normal,277000,14434
209,20,RL,75.0,8250,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,59,1964,Hip,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,No,Rec,787,305,1092,Ex,Y,SBrkr,1092,0,1,1,0,3,TA,0,Attchd,59.0,RFn,504,Y,0,0,0,0,7,2008,WD,Normal,145000,6552
210,30,RL,67.0,5604,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,98,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,No,Rec,468,396,864,TA,N,FuseA,864,0,1,1,0,2,TA,0,No Garage,0.0,No Garage,0,Y,0,0,96,0,4,2008,WD,Normal,98000,4320
211,20,RL,83.0,10420,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,14,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,36,1176,1212,Ex,Y,SBrkr,1212,0,0,2,0,3,Gd,0,Attchd,14.0,RFn,460,Y,100,22,0,0,3,2010,WD,Normal,186000,7272
212,60,FV,72.0,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,14,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,822,78,900,Ex,Y,SBrkr,932,920,1,2,1,3,Gd,1,Attchd,14.0,RFn,644,Y,168,108,0,0,7,2009,New,Partial,252678,12964
213,20,RL,43.0,13568,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,28,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,ALQ,716,274,990,Ex,Y,SBrkr,990,0,0,1,0,3,TA,0,Attchd,27.0,Unf,576,Y,224,0,0,0,7,2006,WD,Normal,156000,4950
214,60,RL,69.0,10900,Pave,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,7,46,1977,Gable,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,No,GLQ,378,311,689,Ex,Y,SBrkr,689,703,0,1,1,3,TA,0,Attchd,46.0,Fin,299,Y,0,36,0,0,3,2010,WD,Normal,161750,8352
215,20,RL,72.0,10011,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,66,1996,Gable,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,No,BLQ,360,710,1070,TA,Y,SBrkr,1236,0,0,1,0,2,Gd,1,Attchd,66.0,Unf,447,Y,0,0,0,0,5,2006,WD,Normal,134450,7416
216,20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,Mn,GLQ,946,490,1436,Ex,Y,SBrkr,1436,0,1,2,0,3,Gd,0,Attchd,19.0,Unf,484,Y,139,98,0,0,4,2008,WD,Normal,210000,11488
217,70,RM,57.0,9906,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,4,98,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,686,686,Fa,N,SBrkr,810,518,0,1,0,3,TA,0,Detchd,83.0,Unf,210,Y,0,172,60,0,9,2006,WD,Family,107000,10624
218,50,RL,69.0,15660,Pave,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,9,84,2006,Gable,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,No,BLQ,341,457,798,Ex,Y,SBrkr,1137,817,0,1,1,3,Gd,2,Attchd,84.0,Unf,431,Y,0,119,150,0,5,2008,WD,Normal,311500,15632
219,120,RL,43.0,3010,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,18,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,Av,GLQ,16,1232,1248,Ex,Y,SBrkr,1248,0,0,2,0,2,Gd,0,Attchd,18.0,Fin,438,Y,108,0,0,0,3,2006,New,Partial,167240,6240
220,20,RL,73.0,8990,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Mn,Unf,0,1498,1498,Ex,Y,SBrkr,1498,0,0,2,0,2,Gd,0,Attchd,17.0,RFn,675,Y,351,33,0,0,4,2006,New,Partial,204900,7490
221,60,RL,69.0,8068,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,21,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1010,1010,Ex,Y,SBrkr,1010,1257,0,2,1,4,Gd,1,BuiltIn,21.0,RFn,390,Y,120,46,0,0,12,2009,ConLI,Normal,200000,18136
222,60,RL,85.0,11475,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,48,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,No,ALQ,550,163,713,TA,Y,SBrkr,811,741,1,2,1,3,TA,1,Attchd,48.0,RFn,434,Y,209,208,0,0,2,2006,WD,Normal,179900,9312
223,20,RL,70.0,10500,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,52,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,524,160,864,Gd,Y,SBrkr,864,0,0,1,0,2,TA,0,Detchd,34.0,Unf,576,Y,216,0,0,0,3,2009,WD,Abnorml,97000,3456
224,20,RL,103.0,13472,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,20,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,Gd,GLQ,56,2336,2392,Ex,Y,SBrkr,2392,0,0,2,0,3,Ex,1,Attchd,20.0,Fin,968,Y,248,105,0,0,6,2009,WD,Normal,386250,19136
225,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,52,1971,Gable,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,No,Unf,0,630,630,TA,Y,SBrkr,630,672,0,2,1,3,TA,0,Detchd,32.0,Unf,280,Y,0,0,0,0,5,2009,COD,Abnorml,112000,7812
226,60,RL,82.0,9950,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,28,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,No,GLQ,565,638,1203,Ex,Y,SBrkr,1214,1306,0,2,1,4,Gd,1,Attchd,28.0,RFn,721,Y,224,114,0,0,6,2007,WD,Abnorml,290000,22680
227,160,RM,21.0,1869,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,53,1970,Gable,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,No,Rec,321,162,483,TA,Y,SBrkr,483,504,0,1,1,2,TA,0,Detchd,36.0,Unf,280,Y,0,0,0,0,9,2008,WD,Normal,106000,4935
228,20,RL,70.0,8521,Pave,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,56,1967,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,842,70,912,TA,Y,SBrkr,912,0,0,1,0,3,TA,1,Detchd,49.0,Unf,336,Y,0,0,0,0,5,2010,WD,Normal,125000,4560
229,120,RL,43.0,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,18,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,Av,GLQ,16,1357,1373,Ex,Y,SBrkr,1555,0,0,2,0,2,Gd,1,Attchd,18.0,Fin,430,Y,143,20,0,0,5,2009,WD,Normal,192500,10885
230,20,RL,73.0,8760,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,64,1959,Hip,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,No,Unf,0,1194,1194,TA,Y,SBrkr,1194,0,1,1,0,3,TA,0,Attchd,64.0,RFn,312,Y,0,0,120,0,4,2010,WD,Normal,148000,7164
231,60,RL,174.0,15138,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,28,1996,Gable,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,No,GLQ,689,773,1462,Ex,Y,SBrkr,1490,1304,1,2,1,4,Ex,1,Attchd,28.0,Fin,810,Y,0,146,202,0,7,2009,WD,Normal,403000,25146
232,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,51,1972,Gable,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,No,Unf,0,483,483,TA,Y,SBrkr,483,504,0,1,1,2,TA,1,Attchd,51.0,Unf,288,Y,0,0,0,0,6,2006,WD,Normal,94500,4935
233,20,RL,75.0,10650,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,47,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,LwQ,182,0,894,TA,Y,SBrkr,894,0,1,1,0,3,TA,0,Attchd,47.0,Unf,308,Y,365,0,0,0,2,2010,WD,Normal,128200,4470
234,60,RL,69.0,7851,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,21,2002,Gable,VinylSd,VinylSd,None,103.68526170798899,Gd,TA,PConc,Gd,No,GLQ,625,235,860,Ex,Y,SBrkr,860,1100,1,2,1,4,Gd,2,BuiltIn,21.0,Fin,440,Y,288,48,0,0,5,2010,WD,Normal,216500,15680
235,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,6,3,52,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,No,ALQ,358,125,483,TA,Y,SBrkr,483,504,0,1,1,2,TA,0,Detchd,52.0,Unf,264,Y,0,0,0,0,8,2008,WD,Normal,89500,4935
236,20,RL,65.0,8773,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,Av,GLQ,24,1390,1414,Ex,Y,SBrkr,1414,0,0,2,0,3,Gd,0,Attchd,19.0,RFn,494,Y,132,105,0,0,5,2010,WD,Normal,185500,8484
237,60,RL,69.0,9453,Pave,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,1Fam,2Story,7,7,30,2003,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,No,BLQ,402,594,996,Ex,Y,SBrkr,1014,730,0,2,1,3,Gd,0,Attchd,30.0,RFn,457,Y,370,70,0,0,2,2010,WD,Normal,194500,12208
238,20,RL,93.0,12030,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,16,2007,Hip,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,No,Unf,0,1694,1694,Ex,Y,SBrkr,1694,0,0,2,0,3,Gd,0,Attchd,16.0,Fin,818,Y,168,228,0,0,12,2007,New,Partial,318000,11858
239,50,RL,52.0,8741,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,78,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,94,641,735,TA,Y,FuseA,798,689,0,1,1,3,TA,1,Detchd,74.0,Unf,220,Y,0,140,0,0,4,2010,WD,Normal,113000,10409
240,20,FV,75.0,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,15,2008,Gable,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,Av,GLQ,1078,488,1566,Ex,Y,SBrkr,1566,0,1,2,0,3,Gd,0,Attchd,15.0,RFn,750,Y,144,168,0,0,4,2010,WD,Normal,262500,10962
241,30,RM,40.0,3880,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,9,78,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,329,357,686,Gd,Y,SBrkr,866,0,0,1,0,2,Gd,0,No Garage,0.0,No Garage,0,Y,58,42,0,0,8,2007,WD,Normal,110500,3464
242,50,RM,63.0,5000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,4,123,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,540,540,Gd,N,FuseA,889,551,0,1,0,3,TA,0,Attchd,83.0,Unf,352,Y,0,0,77,0,4,2006,WD,Normal,79000,8640
243,160,RL,75.0,10762,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,TwnhsE,2Story,6,6,43,1980,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,Unf,0,626,626,TA,Y,SBrkr,626,591,0,1,1,3,TA,1,Attchd,43.0,RFn,288,Y,0,28,0,0,4,2009,WD,Normal,120000,7302
244,60,RL,69.0,8880,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,29,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,695,253,948,Ex,Y,SBrkr,1222,888,1,2,1,3,Gd,2,Attchd,29.0,RFn,463,Y,0,130,0,0,5,2010,WD,Normal,205000,16880
245,20,RL,80.0,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,35,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,Av,GLQ,929,916,1845,Gd,Y,SBrkr,1872,0,0,2,0,3,TA,1,Attchd,35.0,Fin,604,Y,197,39,0,0,6,2006,WD,Normal,241500,11232
246,190,RM,69.0,9142,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,6,8,113,1950,Gable,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,No,Unf,0,1020,1020,Gd,N,FuseP,908,1020,0,2,0,4,Fa,0,Detchd,113.0,Unf,440,Y,0,60,112,0,4,2006,WD,Normal,137000,17352
247,20,RL,75.0,11310,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,69,1954,Hip,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1367,1367,Ex,Y,SBrkr,1375,0,0,1,0,2,TA,1,Attchd,69.0,Unf,451,Y,0,30,0,0,6,2006,WD,Normal,140000,6875
248,60,RL,72.0,11317,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,20,2003,Gable,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,No,Unf,0,840,840,Ex,Y,SBrkr,840,828,0,2,1,3,Gd,0,Attchd,20.0,RFn,500,Y,144,68,0,0,9,2007,WD,Normal,180000,13344
249,50,RL,69.0,159000,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,7,65,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,Gd,Rec,697,747,1444,Gd,Y,SBrkr,1444,700,0,2,0,4,Gd,2,Attchd,65.0,Fin,389,Y,0,98,0,0,6,2007,WD,Normal,277000,15008
250,30,RL,55.0,5350,Pave,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,2,83,1966,Gable,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,No,Unf,0,728,728,Ex,Y,SBrkr,1306,0,0,1,0,3,Fa,0,No Garage,0.0,No Garage,0,Y,263,0,0,0,5,2010,WD,Normal,76500,7836
251,120,RM,44.0,4750,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,17,2007,Hip,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,Gd,GLQ,1573,0,1573,Ex,Y,SBrkr,1625,0,1,2,0,2,Gd,1,Attchd,17.0,Fin,538,Y,123,0,0,153,12,2007,WD,Family,235000,8125
252,60,RL,65.0,8366,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,19,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,798,798,Ex,Y,SBrkr,798,842,0,2,1,3,Gd,0,Attchd,19.0,RFn,520,Y,138,45,0,0,12,2008,WD,Normal,173000,9840
253,80,RL,85.0,9350,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,59,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,Gd,LwQ,270,452,1302,Ex,Y,SBrkr,1302,0,0,2,0,3,Gd,0,Attchd,59.0,RFn,309,Y,333,0,0,0,10,2007,CWD,Normal,158000,9114
254,20,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,66,1957,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,922,392,1314,TA,Y,SBrkr,1314,0,1,1,0,3,TA,0,Attchd,66.0,RFn,294,Y,250,0,0,0,6,2010,WD,Normal,145000,6570
255,60,RL,66.0,8738,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,24,1999,Gable,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,No,Unf,0,975,975,Ex,Y,SBrkr,1005,1286,0,2,1,4,Gd,1,BuiltIn,24.0,Fin,429,Y,192,0,0,0,2,2006,WD,Normal,230000,18328
256,60,FV,64.0,8791,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,6,5,20,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Rec,503,361,864,Ex,Y,SBrkr,864,864,0,2,1,3,Gd,0,Attchd,20.0,RFn,673,Y,216,56,0,0,5,2008,WD,Normal,207500,12096
257,20,RL,68.0,8814,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,17,2006,Gable,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,No,GLQ,1334,270,1604,Ex,Y,SBrkr,1604,0,1,2,1,3,Gd,1,Attchd,17.0,RFn,660,Y,123,110,0,0,3,2009,WD,Abnorml,220000,12832
258,60,RL,80.0,12435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,22,2001,Gable,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,No,GLQ,361,602,963,Ex,Y,SBrkr,963,829,0,2,1,3,Gd,1,Attchd,22.0,RFn,564,Y,0,96,0,0,5,2008,WD,Normal,231500,12544
259,20,RM,70.0,12702,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,67,1956,Gable,BrkFace,BrkFace,None,0.0,TA,TA,PConc,TA,No,Unf,0,0,0,Gd,Y,FuseA,882,0,0,1,0,2,TA,0,Detchd,67.0,Unf,308,Y,0,45,0,0,12,2008,WD,Normal,97000,3528
